,Tweet,Label,Panjang_tweet,Jumlah_kalimat
579,gara gara fanart yg itu gue kalau liat thomaya jadi sedih mikirin yoimiya,Sad,73,13
580,penonton kecewa,Sad,15,2
581,"pengen nonton ku kira kau rumah tapi nanti aku sedih masa sendirian anjir,ini kawan di ajak ga ada yang mau lagi",Sad,112,21
582,"ketika senang ia datang lagi. ketika sedih ia tak pernah pergi. perkenalkan, dia ibuku..bidadariku. :')",Sad,103,15
583,":( sedih banget plss¦ get well soon, dayeon!",Sad,44,8
584,"ape la mama ni. sory sayang. mama tak jaga dhyan dengan betul. mama leka. sory sayang. cepat sembuh lah dhyan. walaupun awak demam pn macam tak demam. tapi bila malam nampak awak mcm tu, sedih mama.",Sad,198,36
585,sumpah sedih banget denise,Sad,26,4
586,gue ga ngestan sn tapi ini sedih banget ya allah,Sad,48,10
587,iya sedih bgt padahal udh nungguin dia comeback lagi sama sn,Sad,60,11
588,sedih foto sopinya diapus,Sad,25,4
589,sedih banget gila denise,Sad,24,4
590,"ada yg salah besar di klub kalo tiap musim tidak mampu jadi penantang gelar di tiap kompetisi. kecewa stlh kecewa krn klub ini skrg klub pnh drama, bkn soal prestasi lagi. musim ini, semua kejadian ga enak terjadi di kandang. jadi bhn olok2 bhkn utk pihak yg ga bhs bola",Sad,270,50
591,kok sedih bgt,Sad,13,3
592,kd sedih si cuma pusing ja pang,Sad,31,7
593,"gak ngerti harus ngapain, sedih aja gitu.",Sad,41,7
594,ora sedih yo.. kyk e we barang wingi upload nif.. wkwkwk,Sad,56,11
595,"kenapa maknae suka kek gini sih?! kek semua hyungnya sedih mewek, kebanyakan maknae tetep . padahal asilnya kan juga sedih, tapi kaya gak bisa nangis didepan kamera. terutama maknae big hit sih. tubatu kalian pasti sukses, pasti aku yakin.",Sad,239,39
596,hal paling sedih itu di saat gue ga tau mau ngeluh sama siapa,Sad,61,13
597,"hanya dirimu yang bisa membuatku tenang, tanpa dirimu aku merasa hilang dan sepi, dan sepi.",Sad,91,15
598,omg lagu tu!! dulu dengar sebab taktahu apa relation nya tapi dah besar baru tahu. sedih gila mv tu,Sad,99,19
599,"foundation nya shiseido yg syncroskin, mau aku kasi buat hadiah ultahnya ibu itu katanya bagus, tapi harganya 550k~700k buat 50ml, aku sedih :"")",Sad,144,23
600,"sedih njirr , pagi pagi dapet kabar gini thanks denise sudah menjadi bagian dari secret number dan lockeys dimana pun kamu akan selalu menjadi fans dihati lockeys",Sad,162,27
601,"tulisan yg luar biasa, anak sy cewe msh 6 bulan. ga bayangin besok udh usia 18 udh bisa ngurusin dirinya sendiri seperti mbak anin. pasti rasanya sedih dan bangga bercampur aduk ya",Sad,180,32
602,"paling sedih, waktu ortu udah kehilangan masa jaya wkwkw. dulu bisa kali tiap hari order makanann entah mcd/phd/kfc dll, sekarang kalo mau order nunggu menang giveaway, itu pun ada batasan belinya karna harus hemat. sedih banget sih, tapi ya yang namanya dunia pasti muter",Sad,272,44
603,iya ya udah cocok huhu sedih sih tapi gapapaa :3,Sad,48,10
604,"ngga nder, kyk nya gara2 quarantine deh. soalnya dulu aku klo maju santai bgt, ngga nervous, ngga tremor bagus2 aja. trs skrg jd klo mau maju tuh masih enjoy aja, tp waktu udh mulai ngomong buyar semua. jd tremor, kata2 yg udh disiapin ilang semua gtu deh jd sedih",Sad,264,49
605,sedih bgt ya denise ga balik lagi ke sn,Sad,39,9
606,"huhu emang pendek bngt ya,, klo ga buka ig kadang tuh notif live gamasuk suka sedih:(",Sad,85,16
607,ih sedih beneran ini mah kok tega,Sad,33,7
608,sedih blm dikabarin sama ayangk,Sad,31,5
609,sedih kali wak,Sad,14,3
610,":( sedih, knp bub aku",Sad,21,5
611,kita kecewa sama harapan yang kita buat sendiri.,Sad,48,8
612,"barusan nonton ini, sedih ngeliat il-rak jadinya dia beneran anaknya si ha so itu? atau salah sangka doang?",Sad,107,18
613,duh.. gimana ya buka pola pikir orang-orang kayak gini.. sedih aja ngebacanya..,Sad,79,12
614,"mau sedih,tapi..",Sad,16,2
615,"langit menjatuhkan bulir-bulir yang sedih, yang sedikit, yang sakit, yang tak sungguh-sungguh menghapus dosa, apalagi kenangan.",Sad,127,16
616,bahagia adalah kecewa yang sudah lewat..:),Sad,42,6
617,"kok gw sedih ya? gw nyesel, knp gw ngga kenal bw nya pas dulu² aja sih, pas pertama mereka buat series, yg katanya tuh masih adem ayem aja rasanya, knp gw harus ngrasain di moment sekarang sih, yg isinya tuh cuma war³ terosssss, jujur aja gw emng masih awam banget kenal bw-",Sad,274,52
618,"bimbim lagi sedih, bongan",Sad,25,4
619,hp aku rusak sksk sedih,Sad,23,5
620,sepi banget rasanya wkwk,Sad,24,4
621,"gila.. lockey kalian stay strong ya ga kebayang klo ada member yg keluar kalo ada berita member kluar, entah dari grup manapun, jadi ikutan sedih smoga trejo aman2 sampe kedepannya",Sad,180,30
622,kecewa i guess ?,Sad,16,4
623,elanga jan sedih:(,Sad,18,3
624,"sedih td malem mimpinya jeleek kali sampe aku kebangun tengah malem nangiss deress, trs aku tahajud baca doa blabla, trs mimpi jelek lg sampe dalam mimpi itu aku capeek kali baca ayat kursi 3 qul tapi setannya ga pigi2 anjir",Sad,224,40
625,paling sedih bila tengok gambar class diaorg.. meja diaorg semua full bunga gambar ape semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,Sad,167,26
626,makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz,Sad,61,10
627,sedih ;(,Sad,8,2
628,"gw yg udah nonton kim sabu berulang kali apa kabar? yg ada nonton di net bikin gak nyaman, yg harusnya gw udah terbiasa nonton adegan di meja operasi malah diginiin sumpah kecewa. dr romantic tayang di net beda rasa, feelnya jdi gak sedapet kyk pas nonton di netflix",Sad,266,48
629,"barusan liat trend denise katanya keluar dari sn, ya ampun sedih banget baru bangun baca ginian",Sad,95,16
630,ga tau knp vibe pagi ini sedih pol,Sad,34,8
631,"sch! sedih banget mingdep ptm 50% huhu, mnaa aku skola tuu gapunya temen dekett gituu, apalagii kloo 50% gnii hh sedihnyah ads: join komunitas mahasiswa ""schcampus"" di telegram dan discord!",Sad,189,30
632,sedih bgt.,Sad,10,2
633,"food is more than it™s fat calorie counts duuh sedih banget tiap bawa pulang cake/pastry yg riset, cari bahan, bikinnya berjam2 cuma buat dikomentarin aduh ini lemak semua ya?",Sad,176,29
634,"denisee huhu pagi pagi sedih, liat polaroidnya jd kangen jaman who dis sama got that boom",Sad,89,16
635,sedih betul jadi penyokong manu pagi ni,Sad,39,7
636,skrg masih gitu ga ka? sedih bgt,Sad,32,7
637,"sedih, tangan ayang buntung",Sad,27,4
638,huhu sedih banget :( mana lagi on :(,Sad,36,8
639,ko masi sepi ya..,Sad,17,4
640,sedih bgt bgt ah bias gw!! denise,Sad,33,7
641,"kalo anggaran tiap bulan ya bangkrut, ya kalo lagi butuh aja dong..masa teroris pake musim kadang muncul nanti sepi nanti muncul lagi, kalo teroris ada ya terus dong aksinya sekalian sekarang lagi ada covid-19 pas pemerintah sibuk, ternyata terorisnya libur kalo pemerintah sibuk",Sad,279,43
642,ko sedih,Sad,8,2
643,"krna kecantikan luar biazaahh maka kmu jd foto model, di foto ini konsepnya mikirin ""kenapa ya mas crush malah jadian sama temenku"" jd sedih bgt",Sad,144,25
644,anjir sedih udah deh ini mah sn udh berasa ga lengkap lagi,Sad,58,12
645,"kecewa, broken, membuang sedih, membuang masalah, paling parah si pingin move on.",Sad,81,12
646,itu serius mba denise keluar?? sedih banget tolong walaupun w bukan fansnya ss tapi gue ikut sedih,Sad,98,17
647,masih sepi gasih kok belum ada ysd yg lewat,Sad,43,9
648,"dulu di medsos saya baca, banyak yg komen psi itu dipelesetkan dng kepanjangan partai sampah indonesia.dan saya sangat sedih mendengarnya.tapi sekarang saya baru mulai mempercayai akan hal itu..terlebih sekarang setelah mengetahui kwalitas pimpinannya spt ini",Sad,259,35
649,mau dong mutualan beb.. akun baru netes masih sepi bgt :(,Sad,57,11
650,"sedih sumpah yang bikin gue bertahan nge stan secret number selama ini cuma denise, sebenernya dari awal 2 member baru masuk udah punya firasat kalo denise keluar sih, tbh aku masih gabisa nerima kedatangan 2 member baru itu. thankyou denise, thankyou secret number and goodbye.",Sad,278,45
651,"happy birthday tapi sedih season ni maybe tiada hadiah silverware with club epl sudah sah jauh ketinggalan. ucl je lah tinggal, itupun kalau mampu.",Sad,147,24
652,"saya sempat punya hari di mana pada hari itu saya sedih karena kecewa. kemudian hari ini saya bahagia, kutertawakan hari itu.",Sad,125,21
653,"gajian aja belum, udah ada yang ngomong ""nanti kalau gajian pinjem uang yah"", sedih kieu euy",Sad,92,16
654,"yg joonyong sedih bgtt ""cibee kajaa""",Sad,36,6
655,"dear! hi aku umur 19 punya sepupu cewe umur 22 nahh dia mau nikah trus dikira mua nya aku yg mau nikah, si sodaraku ini bilang intinya mukanya borosan aku, ada ngga sih skincare yg gabikin muka boros, sedih banget dikatain gitu :(",Sad,230,43
656,ini ga pamer pls gue beneran sedih lmao,Sad,39,8
657,"sorry to sayy, kbe harus takedown jujur sedih bgt tp mau gmn lg teh rasanya tuh aduh sekalian jg nanti ak mw debutin kisah baru mungkin ini kbe mau reborn tp ceritanya berubah 360° lah pokoknya jd lebih ringan alurnya aduh sorry bgt dan tungguin cerita selanjutnya yaa",Sad,268,48
658,"tadi waktu mau berangkat ke sekolah, kan harus salim dulu kan sama ortu? trs tadi mau salim ke ayah, tapi katanya ""udah sana berangkat aja"" jadinya cuma salim ke mama, sumpah kayak?? kenapa susah bgt tinggal julurin tangan doang??tadi diperjalanan mikir keras sambil nahan tangis",Sad,279,45
659,"masih inget pas sn di vlive, soodam prnh kelepasan sebut soal denise dita mengiyakan. lalu suasana jadi hening dan seketika ganti topik. aku yakin kakak2nya di sn pasti sedih dg kepergian denise. mungkin di balik layar mereka tetap berhubungan baik meski sudah tdk bersama lagi",Sad,277,45
660,sedih mau cd.,Sad,13,3
661,"kadang gue sedih kenapa jd orang yg kalau ada apa2 diampet dewe, kan jd mumet dewe",Sad,82,16
662,terkadang rasa kecewa yang mendalam itu disebabkan oleh harapan kita yang terlalu tinggi terhadap sesuatu,Sad,106,15
663,ayang w kemanaasiee sepi bgtt .mingyu,Sad,37,6
664,enakan yg goreng atau kuah siih? kemarin beli yg goreng kaya gada pedes-pedesnya jd kecewa,Sad,90,15
665,"halo siang min kok ga bisa pesen tiket ""ku kira kau rumah"" di gojek dengan alasan kota saya tidak ada di situ ya, kecewa bgtt :(",Sad,128,26
666,"sedih,, dahla yen pun mahal ibarat beli usd",Sad,43,8
667,gue sedih bgt kaya huhuu kisah mereka mulus sekali t__t mana relate banget sama lirik di samping,Sad,96,17
668,"ore sedih, ore mau punya chingu la",Sad,34,7
669,"sedih banget rasanya aku, hatiku rasanya kretek kretek, rasanya gimana yah di crush-in seseorang yg seperti jeon jungkook?? jeles banget iya, tapi ya udahlah, mau gimana lagi. semoga aku dapet jodoh yg kayak jungkook",Sad,216,34
670,heleh padahl di hati terdalam kecewa luarbiasa,Sad,46,7
671,ekspektasi berbanding lurus dengan rasa kecewa.,Sad,47,6
672,"pdhal w ga stan secret number, tp kok ikut sedih denger denise keluar",Sad,69,13
673,dikit bangey baru juga beli belum sebulan udah mau habis sedih banget agak mahal juga tapi cocok sih lumayan nyobak yg wardah gk cocok soalnya di aku,Sad,149,27
674,lupa banget caranya nangis.. kadang biar nangis gw pancing pake nonton film sedih ttp aja susah.. gmn ini ya takut sistem air mata udh ga bereproduksi lg,Sad,153,27
675,mau dong mutualan.. akun baru netes masih sepi bgt :(,Sad,53,10
676,"kecewa, ditambah malu2in bisa ketahan smpe adu penalti dri team championship padahal 3/4 pemain inti yg main",Sad,108,17
677,sedih aku tuh melihatnya,Sad,24,4
678,"baik, pake kata tolong, dan bersedia nungguin. sedih banget",Sad,59,9
679,mampir yuk yang lagi nyari bacaan angst. dijamin nangis karena sedih banget,Sad,75,12
680,sedih banget :(,Sad,15,3
681,"masi inget bget pas nobar ini sekelas, aku lagi sakit mens/sumilangeun,, film ni sedih sangat lgi nahan sakit perut pun ttp nangisin film.",Sad,138,23
682,"'kecewa paling mendalam itu ketika dalam hati cuma bisa bilang ""oh yaudah cukup tau aja'.",Sad,89,15
683,sedih :(,Sad,8,2
684,"lagi nulis surat (karna dia ulang tahun) buat temen yg temenan udh dari kelas 1 smp. sedih banget huhuut_t ga nyangka temenan dari msh bego sampe sekarang bego juga sih, mksdnya udah lama gitu, dari yg gatau apa apa sampe yg skrg kita udh harus nentuin buat masa depan..",Sad,270,49
685,ya allah aku salfok tempatku pulang gini aja aku sedih. kayari kayanya sudah tau rumahnya ya,Sad,93,16
686,"dulu tiap ngerasa ga nyaman (sedih, takut, kesel) selalu mencari pengkaburan",Sad,76,11
687,"sedih mat,5 season takda cup",Sad,28,5
688,"maybe sedih? tapi ya mau gimana lagi. kalau dipikir pikir itu bukan hak kita lagi. mau pc nya di gimanain pun tetep bukan hak kita lagi. cuz kita kan udah jual barang tersebut ke dia, dan dia udah bayar barangnya. so barang tsb udah sepenuhnya jadi milik dia",Sad,258,48
689,sedih banget pls..,Sad,18,3
690,pagi ini lagi pengen nangis. terus bingung mikir soundtrack sedih apa yang bagus gitu buat nemenin gua nangis. eh ujung-ujungnya malah nonton ulang ending snowdrop dan gua berakhir nggak bisa berhenti nangis sekarang :' definisi dari menyakiti diri sendiri nih emang,Sad,266,41
691,bangun tidur tiba2 sedih,Sad,24,4
692,sedih bangett ajjiirr tp happy ending sih,Sad,41,7
693,"sedih si aku, kan malem hpnya dah disita lagi, dahal sedihnya + overthinking nya malem, terus gimana",Sad,100,17
694,bestie gue mau nikahh gatau kok rasanya sedih ya,Sad,48,9
695,'jebal kajja' sedih banget pas dia ngomong kek gitu,Sad,51,9
696,sedih jg y kalo mau terang2an bucinin j bisanya di priv.,Sad,56,11
697,"kadang kadang kita yang selalu buat diri kita kecewa sebab selalu overthinking, nak kata overthinking dah macam drama berepisod yg tak berpenghujungg : cuba tanya tuan badan yang di sana nun dia mesti fikir lain :)",Sad,214,36
698,"mjb kak, coba smbil dengerin lagu yg mellow sedih gtu",Sad,53,10
699,gemini emang seburuk itu kah? jadi sedih.,Sad,41,7
700,loh aq aja bisa nangis lagi pas scene ini. nyampe bngt. selama ada irvan sakit sampe meninggoy dan full jessy nangis spy nyampe sedihnya ke pononton. tapj aq kok ga bisa ikutan sedih. cuma pas andin sesengukan di makam itu aq sempet ikutan sedih.,Sad,246,44
701,gua lebih sedih ngeliat ini drpd emyu kalah. asli,Sad,49,9
702,"sedih sihh, cuma gmna.",Sad,22,4
703,"sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu, mikirin komentar² orang² itu, pada jahat² banget tau ga komenya, ada juga yg ngomongin win gw. sedih bgt gw asli, dari tadi aja rasanya badmood bgtt anjirr",Sad,227,40
704,"heran seegois itu jadi manusia. datang menjalin karna pas lagi sepi, meninggalkan semua karna bosan dan mulai tak sehati. menjatuhkan karena terasa terlalu baik dihati.",Sad,168,25
705,wkwk gua sedih bgt,Sad,18,4
706,hari ini gak bisa mikir jernih bawaannya sedih :') thankyou denise you're my favorite maknae,Sad,92,15
707,ada yang mata nya sembab begadang sembari nahan tangis,Sad,54,9
708,"bener, ini pikiran suka banget mikirin hal yg bikin sedih",Sad,57,10
709,aku sedih,Sad,9,2
710,sedih nya statement ni,Sad,22,4
711,"ga punya ayang, sedih jadi fans man utd, sedih sedih²",Sad,53,10
712,pagi-pagi sedih lihat berita-berita sedih jadi sedih kan,Sad,56,8
713,"mu adalah aku yg sedang tak tau arah, sedih",Sad,43,9
714,sedih bgt aaaaa,Sad,15,3
715,"capek bgt packing barang"" mna bnyk debu. tpi sedih krna bnyk knangan sih walopun cmn setahun tpi itu rmh udh bnyk aktivitas kita lakuin di situ",Sad,143,26
716,kayaknya gue emang harus beneren kudu dengerin si zeco buat kali ini deh wkwk. sedih juga deh gue kalo gini-gini,Sad,112,20
717,bneran dia fix keluar? aa sedih,Sad,31,6
718,"hwaa denisee!! sedih sih, tapi yg terbaik buat denise dan semoga sukses untuk kedepannya ya. kamu sangat berbakat denise",Sad,120,19
719,kangen dan sedih+overthinking wkwk. apalagi kalo baca komen2 di buku lama,Sad,73,11
720,"welcome back denise sedih bgt baca pengumuman dr kamu pagi ini, apalagi liat insta story km yg foto sm member but, walaupun kalian terpisah sekarang, aku akan tetap selalu dukung kalian.",Sad,186,31
721,"butuh season 2 pokoknyaa,, khusus yang kkakkung couple harus adaa soalnya sedih momennya cuman dikit dan sebentar bangett. dan moga yesung oppa cepet-cepet dapet pasangan di real life nya, sudah waktunya menikah oppa. kami menunggu undangannya",Sad,243,36
722,tiba2 sedih terus nangis,Sad,24,4
723,"udah sedih semalem, skrng denger denise keluar akwihfiaia makin sedih",Sad,69,10
724,bukan lockey tapi sedih banget denger berita denise btw kok bisa kontrakny beda² per orang,Sad,90,15
725,"guys, crush sender jadi sering reply sw sender..ini sender kudu seneng karna di reply trus, atau sedih kayanya dia nganggep sender sebagai temen doang..btw kita udh hampir ga chatan selama sebulan trus dia tbtb sering reply sw sender gtu",Sad,237,39
726,"subuh"" gini udah galau dan kecewa",Sad,33,6
727,"thanks denise udah menghiasi . akan selalu kami ingat sebagai mm, our super main vocal. kerandoman denise, keceriaan denise, thank you for all. sumpah sedih banget denise out dari sn, nggak tau alasannya apa kok out. tapi mau gimana pun, ttp dukung sn denise",Sad,258,44
728,sumpah sedih bgt ini,Sad,20,4
729,jadi gak mood buka twitter bawaannya jadi sedih,Sad,47,8
730,ikutan sedih,Sad,12,2
731,benerbener sedih pagii yg harusnya bahagiaa karena keluargasuami tp dibuat ancur dijam 6 pagi gini..salah keluar rumah di pagihari,Sad,130,19
732,sedih mart mu takde piala musim ni,Sad,34,7
733,sedih doi belum ngucapin hhuhu,Sad,30,5
734,aku dari minggu lalu pengen ke pantai and tempat yang dingin dingin gitu kaya bukit tapi gak kesampaian,Sad,103,18
735,hah..gue sedih bgt ..,Sad,21,4
736,"jd rayyan positif guys, sbg tante yg lemah ini gbs bgt denger berita keponakannya sakit hh sedih bgt gbs bantu nemenin anaknya blm bangun jd blm dikasi tau aa gatega",Sad,165,30
737,sedih bggt,Sad,10,2
738,ya allah.. :(( turut sedih juga soalnya dia temen monday,Sad,56,10
739,terkadang disitu sya merasa sedih,Sad,33,5
740,"sorot matanya tidak bersinar seperti yang dulu , ini terlihat sedih ya",Sad,70,12
741,"kalo tae sampe nge post ulang foto yg diledekin seokjin, i get it tae kenapa itu sedih banget buat kamu:((",Sad,106,20
742,"guye ak lagi sedih bgt, kucing aku satu meninggal",Sad,49,9
743,"kalau udah drop gini baru terasa. sepi, hampa, dan ga guna. :')",Sad,63,12
744,bangun jam 5 tadi krn mimpinya sedih. barusan tidur lagi 15 menit mimpinya malah lanjut. another day of waking up with a heavy heart. ga enak,Sad,141,26
745,huhu pirii kmu hebatt kerenn kerja bagus untuk mv nyaa jaga kesehatan yaa pirii sedih bgt ah gpunya akun twt luu:(,Sad,114,21
746,"kaak makasih banyak , yaampun denise sedih banget",Sad,49,8
747,gak tau tp dengernya sedih bgtt,Sad,31,6
748,"ooh iya ituu. kalo baca dari spoiler, kayanya sih iya. sedih banget, cuma dia yang beneran peduli sama ruby. :((",Sad,112,20
749,"mauu banget kakk, dari awal nge stan bangtan belum kebeli album, merch, army bomb,, sedih bangett",Sad,97,16
750,pas mark live ig kemaren ada yang nanya ada live koreografi g.. lagu mark tuh sedih masa lu nyuruh mark nyanyi sambil ngedance yang bener aja,Sad,141,26
751,"nyesek dipendem, kangen dipendem, cemburu juga dipendem, kecewa dipendem, bahkan nangis juga dipendem..sampe sakit dada :')",Sad,123,16
752,sedih melulu nie,Sad,16,3
753,"non txt sedih bgt denise ga lanjut di sn :( padahal nungguin bgt dan jujur aja member yg baru kurang sreg gitu di gue tapi ga hate deh tetep dukung, semangat denise dan secret number &lt;3",Sad,188,36
754,tl gue sepi amat dah :(,Sad,23,6
755,"sedih, liat kamu bisa lebih bahagia dengan orang lain..",Sad,55,9
756,"sedih euy, sedekade yang lalu fans emyu berani nyindir semua rival rivalnya. fans emyu sekarang cuma berani nyindir arsenal doang, karna tau diri.",Sad,146,23
757,pagi2 udh dibikin sedih aja sama dennise,Sad,40,7
758,"3bln setelah nikah ok aja mau dibilang apapun,tp makin kesini bahasa nya benerbener tidak buat enak dan stress sendiri sampe mikir mau kurus dengan cepat tp tidak mungkin,semua itu butuh proses untuk sehat jg.. sedih bangett",Sad,224,36
759,denise gw sedih,Sad,15,3
760,gue masih sedih udh difb base rh tpi w g bisa ngirim arghh. beneran saya lebih memilih untuk gpp keunfoll sendiri driada harus cari folls diakun ini akun teraman,Sad,161,29
761,aku sedih bet,Sad,13,3
762,anjrit gue lagi sedih baca ini malah gajadi sedih,Sad,49,9
763,sedih w pake mati segala,Sad,24,5
764,mantap ah sedih kucing mati pun aku kerja lagi. hamba sistem nampaknya.,Sad,71,12
765,"ahaha sedih banget tau gakk, mau sampe kapan gini terus",Sad,55,10
766,aku adalah seseorang yang bodoh dalam hal menyerah - naruto uzumaki,Sad,67,11
767,"kadang, ngerasa sebel sama diri sendiri tuh lebih ke sifat kekanakan sama too easy to explode alias emosi meledak2. yah, annoying.",Sad,130,21
768,aura :(( gapapa kalo kamu nangis dan bikin kamu bisa ngeluarin emosi yang kamu rasain. tapi jangan lupa untuk tetap tersenyum yaa besoknya. gapapa nangis sebanyak2nya kalo itu emang bikin kamu lbh baik walaupun sedikit :),Sad,221,36
769,sedih sih gue takut makin bego,Sad,30,6
770,". . bagaimana? sudah sadar betapa lucunya kamu yang pernah bodoh untuk seseorang yang bahkan tak pernah menganggapmu? . jika sudah mari tertawa bersama, ngetawain perjuangan yang sia-sia. serta harapan fiktif dengan luka yang nyata. . .",Sad,236,37
771,"ngga tau kenapa, saya bodoh bgt dalam hal mengingat bisa bisanya saya melupakan ulang tahun bestie saya padahal dari jauh hari ingat, pas hari h lupa. jangankan dia, ultah mami saya sendiri aja bisa lupa pas hari h. ada cara ngga sih buat jadi orang yg ngga lupaan? capek.",Sad,272,49
772,gagal menjaga emosi di kata terakhir,Sad,36,6
773,"ini tadi w beres2, w kagak tau kalo ada plastik yg digantungin di kursi meja makan itu isinya rambutan masih kecil2 tinggal dikit w kira kulitnya doang. jadi ya w buang aja. maklum gaada yg beres2 kalo gak pas w libur. dimarah dong sampe marah banget. ya maap w rabun.",Sad,268,50
774,"kalau bisa aku ingin mengulang waktu di tahun 2017, benci dengan keadaan sekarang. terjebak diantara situasi yang membuat harus berfikir banyak, hanya membuat tangisan di setiap harinya. apakah bisa memutar waktu kembali ?",Sad,222,33
775,pernah ga si kalian nyakitin diri sendiri biar ga marah hehe,Sad,60,11
776,kadang benci sama diri sendiri yang lemah banget dikit2 sakit dikit2 sakit bikin repot semua orang,Sad,98,16
777,"bukan benci. lebih tepatnya kecewa. kemarin sih engga, sekarang iya, hari esok ya engga tau. tapi biasanya kecewa itu kebawa sampai kapanpun sih. jadi ya silahkan bawa semua barang-barang mu, ambil kembali sisa sisa kehadiran mu, agar yang tersisa hanyalah kisah mu saja.",Sad,271,43
778,adik ajak jogging. pastu aku mimpi aku dh jogging dengan dia. aci la tu hahahahaha bodoh sekarang,Sad,97,17
779,"aku gapaham kondisimu waktu km nyari aku buat bincang/ngobrol kaya biasanya itu kaya apa, dan bego nya aku malah ceng"" in gabut/kasian. maaf banget.. aku gatau km bakal semarah ini, maaf banget beneran aku gada maksud buat gitu aku cuma becanda kek biasanya gitu,",Sad,263,44
780,"aku janji perbaikin diri demi kamu, tapi maaf yaa kalo buat jaga diri aku gabisaa, aku benci diri aku sendiri",Sad,109,20
781,"hehehe..kalau aku kasian ke diri sendiri karena kelemahan dan kekurangan-kekurangan yg aku punya jujur aja aku membenci hal itu, aku benci kelemahan dan kekurangan-kekuranganku banyak hal-hal yg gk bisa kulakukan karena hal itu doakan aku semoga bisa jadi lebih baik",Sad,266,40
782,karna saya bego,Sad,15,3
783,"tapi cuy gue malah ke trigger lagi pikiran yg bikin sebel sama diri sendiri haha. ya emang si belom waktunya. cuma sebenernya gue tau, gue bisa banget kek gitu. cuma tiap mau melangkah, ada aja hambatannya. gemes aja gitu. kek manusia bodoh bat gue apus ig dulu fix!",Sad,266,48
784,"emg saya ateis? saya kan pemuja fol ges. coba jelasin secara rinci ateis yg ga abal2 itu gimana kalo kamu emg pakar ateis, kalo kamu gabisa jawab pasti kamu bakal ngatain saya cewe bego kayak tadi:(",Sad,198,36
785,aku liat hi bye mama baru prison play book. baru eps 1 uda mewek saking kebawa emosi nya drama,Sad,94,19
786,mana struknya udah dibuang lagi.. bego banget gueh,Sad,50,8
787,awalnya w sgt kesal dgn nj tp lama lama mlh kasian,Sad,50,11
788,"klo inget ""gua bego bgt ya jadi cwe "" kadang sampe pgn nangis",Sad,61,13
789,"terlihat meyakinkan namun menyakitkan . suatu saat kau akan mengingatku, entah sebagai orang bodoh yang berhasil kau tipu, atau sebagai orang baik yang kau sia sia kan.",Sad,168,27
790,"capek ihh, pengen marah bingung sama siapa :(",Sad,45,8
791,"banget, kalo gua slr dan cuma bisa bales seadanya dan cp gua marah ato bete wajar sih, itu gua ngerasa bersalah.",Sad,112,21
792,maaf ya gais aku bodoh,Sad,22,5
793,masa pagi dah nangis. benci bgt sma hati ku ini lemah,Sad,53,11
794,"gw terlalu kepo,seharusnya gw gk tau jadi tau tapi mau gmn lagi pas tau rasanya benci banget sama dia tapi di satu sisi gw kasian harus gmn juga gtw jadi ini hanya rasa kasian sj",Sad,178,35
795,"sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua",Sad,125,24
796,terlihat meyakinkan namun menyakitkan suatu sat kau akan mengingat ku entah sbg org bodoh yg berhasil engkau tipu atau sbg org baik yg kau sia2kan,Sad,146,25
797,"gmn ya. rasanya hidup gue g bergairah. gue tinggal dgn org yg gue gkd rasa tapi gue menggantungkan ekonomi sama dia meski dia pas2an. dan org yg gue suka d rp bokek, trs bego dan penghianat. ntah rasa gue masih ada apa gk. gue juga g berharap ketemu yg lebih menarik. g mungkin",Sad,277,53
798,"sumpah kalo inget kayak kok gua bego dah, cuma muah doang sekian detik. skrg gua menyesli itu karna mantan gua makin cakep anj",Sad,126,23
799,"yang namanya terlanjur sayang itu ribet loh. mau cuek gak bisa, mau marah gak bisa. bisanya cuma diem. diem-diem nyesek diem-diem nangis.",Sad,137,22
800,"dipaksa untuk mengerti perasaan emosi dirumah, sedangkan tidak sebaliknya this its not fair",Sad,91,13
801,knp gue bego bgt si,Sad,19,5
802,"ah gak ngerti ama aturan kerumunan, kena sanksi ada yg cuman denda 500rb, ada yg kena 5jt, ada yg 20 jt plus penjara 4 bulan..ah sudahlah capek ama yg beginian. maafkan saya yg bodoh dan dungu ini.",Sad,197,37
803,sedih karena dibilang tolol sama ayank.,Sad,39,6
804,matimatian berusaha sayang sm diri sndiri malah d buat benci sm diri sndiri lg cm krn perkataan orang.,Sad,102,18
805,"hi , gatau ya pagi-pagi gini ada yg mau baca keluhanku (masih pagi udh ngeluh ya). jujur aja aku capek banget 5 hari terakhir, rumah kacau banget gr2 mama aku tiba2 marah dan ngambek ga jelas ke aku sm papa. dia ga mau masak di rumah, pisah kamar, dll. (cont..)",Sad,261,50
806,"dan nangis lgi pass prilly marah ke mama papanya, ngeluapin semuanya, aku nangis lgi, yg di kehidupan prilly itu semua related",Sad,126,21
807,"ada beberapa hal yg patut kita berikan dan tidak, tapi saya kita kadang terlalu bodoh untuk memberikan apa yg kita punya dengan orang yg bahkan kita tidak tahu apakah dia akan menetap atau pergi,",Sad,195,34
